"id","nome_antigo","nome_novo","gif_antigo","gif_novo","classificacao_antiga","grupo_principal_novo","secundarias_novas","descricao_atualizada","status","observacao"
"media_cc635b67c677c9633be3","Elíptico","Elíptico","gifs/Exercícios sem marca d'água/Máquina elíptica.gif","gifs/Exercícios sem marca d'água/Máquina elíptica.gif","Cardio | Máquina | Academia | Corpo inteiro","Cardio","Corpo inteiro | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_5a7b83169004fefcd1d7","Elíptico com braços","Elíptico com braços","gifs/cardio/Elíptico com braços.gif","gifs/cardio/Elíptico com braços.gif","Cardio | Máquina | Academia | Corpo inteiro","Cardio","Corpo inteiro | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_06eb797aba61b49a91ef","Em pé, alongamento do peito com um braço","Em pé, alongamento do peito com um braço","gifs/Exercícios sem marca d'água/Em pé, alongamento do peito com um braço.gif","gifs/Exercícios sem marca d'água/Em pé, alongamento do peito com um braço.gif","Alongamento | Peito | Sem aparelhos | Casa","Alongamento","Peito | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_441566631008a3903842","Encolhimento com barra acima da cabeça","Encolhimento com barra acima da cabeça","gifs/Exercícios sem marca d'água/Encolhimento de ombros - Variação 2.gif","gifs/Exercícios sem marca d'água/Encolhimento de ombros - Variação 2.gif","Ombros | Barra | Academia","Ombros","Barra | Academia","true","mapped","ID e mídia preservados"
"media_6e8a4181e0592047c294","Encolhimento de ombros com barra","Encolhimento de ombros com barra","gifs/Exercícios sem marca d'água/Encolhimento de ombros com barra.gif","gifs/Exercícios sem marca d'água/Encolhimento de ombros com barra.gif","Ombros | Barra | Academia","Ombros","Barra | Academia","true","mapped","ID e mídia preservados"
"media_5c1e48c4bc795db80328","Encolhimento de ombros com halteres","Encolhimento de ombros com halteres","gifs/Exercícios sem marca d'água/Encolhimento de ombros com halteres.gif","gifs/Exercícios sem marca d'água/Encolhimento de ombros com halteres.gif","Ombros | Halteres | Academia","Ombros","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_c88cba6792ff2b343d30","Encolhimento de ombros inclinado","Encolhimento de ombros inclinado","gifs/Exercícios sem marca d'água/Encolhimento de ombros inclinado.gif","gifs/Exercícios sem marca d'água/Encolhimento de ombros inclinado.gif","Ombros | Banco | Academia","Ombros","Banco | Academia","true","mapped","ID e mídia preservados"
"media_f546459b34d491eb2927","Encolhimento de ombros inclinado com halteres","Encolhimento de ombros inclinado com halteres","gifs/Exercícios sem marca d'água/Encolhimento de ombros inclinado com halteres.gif","gifs/Exercícios sem marca d'água/Encolhimento de ombros inclinado com halteres.gif","Ombros | Halteres | Banco | Academia","Ombros","Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
"media_c9e207645310c6213977","Encolhimento de ombros na máquina Smith","Encolhimento de ombros na máquina Smith","gifs/trapézio/Remada alta da barra ez - Variação 3.gif","gifs/trapézio/Remada alta da barra ez - Variação 3.gif","Costas | Barra | Ombros","Costas","Ombros | Barra | Academia","true","mapped","ID e mídia preservados"
"media_b2166f058fb2373fb5f0","Encolhimento de ombros na polia baixa","Encolhimento de ombros na polia baixa","gifs/trapézio/Encolher de ombros.gif","gifs/trapézio/Encolher de ombros.gif","Costas | Polia/Cabo | Ombros","Costas","Ombros | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_fe627a1d47d228af562b","Encolhimento escapular nas paralelas","Encolhimento escapular nas paralelas","gifs/trapézio/Dip shrugs serratus shrugs.gif","gifs/trapézio/Dip shrugs serratus shrugs.gif","Costas | Sem aparelhos | Ombros","Costas","Ombros | Sem aparelhos | Academia","true","mapped","ID e mídia preservados"
"media_8c09ddcd9df0f326d5d6","Encolhimento Gittleson","Encolhimento Gittleson","gifs/Exercícios sem marca d'água/Gittleson dá de ombros.gif","gifs/Exercícios sem marca d'água/Gittleson dá de ombros.gif","Ombros | Sem aparelhos | Casa","Ombros","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_28d1aaf6e395d0113bf8","Encolhimento na máquina","Encolhimento na máquina","gifs/Exercícios sem marca d'água/Encolhimento de ombros - Variação 3.gif","gifs/Exercícios sem marca d'água/Encolhimento de ombros - Variação 3.gif","Ombros | Máquina | Academia","Ombros","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_4dce2ed64ec5aa728817","Encolhimento na máquina sem pegada","Encolhimento na máquina sem pegada","gifs/Exercícios sem marca d'água/Encolhimento de ombros sem aperto na máquina.gif","gifs/Exercícios sem marca d'água/Encolhimento de ombros sem aperto na máquina.gif","Antebraços | Máquina | Academia","Antebraços","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_bb47de33231e3923cd1f","Encolhimento no cabo","Encolhimento no cabo","gifs/Exercícios sem marca d'água/Encolhimento de ombros.gif","gifs/Exercícios sem marca d'água/Encolhimento de ombros.gif","Ombros | Polia/Cabo | Academia","Ombros","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_0e2667140863733a4e38","Ergômetro de braços","Ergômetro de braços","gifs/cardio/Ergômetro de braços - Bicicleta de braços.gif","gifs/cardio/Ergômetro de braços - Bicicleta de braços.gif","Corpo inteiro | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_6e7780b2d402ae54919e","Escada de agilidade frontal","Escada de agilidade frontal","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/009_escada_de_agilidade_frontal.gif","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/009_escada_de_agilidade_frontal.gif","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_4ae24eac651893ec01f5","Escada de agilidade lateral","Escada de agilidade lateral","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/007_escada_de_agilidade_lateral.gif","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/007_escada_de_agilidade_lateral.gif","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_22620fa426bc238ef5a2","Escada ergométrica","Escada ergométrica","gifs/Exercícios sem marca d'água/Máquina para escalar escadas.gif","gifs/Exercícios sem marca d'água/Máquina para escalar escadas.gif","Cardio | Máquina | Academia | Corpo inteiro","Cardio","Corpo inteiro | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_7d3709150966cd6f7afd","Escalada de corda","Escalada de corda","gifs/Exercícios sem marca d'água/Escalada de corda.gif","gifs/Exercícios sem marca d'água/Escalada de corda.gif","Costas | Corda | Academia","Costas","Corda | Academia","true","mapped","ID e mídia preservados"
"media_6186845cf57400811ad0","Esteira","Esteira","gifs/Exercícios sem marca d'água/Esteira.gif","gifs/Exercícios sem marca d'água/Esteira.gif","Corpo inteiro | Esteira | Academia","Corpo inteiro","Esteira | Academia","true","mapped","ID e mídia preservados"
"media_0f1bbd4ee5650b3776bb","Esteira - Variação 2","Esteira - Variação 2","gifs/Exercícios sem marca d'água/Esteira - Variação 2.gif","gifs/Exercícios sem marca d'água/Esteira - Variação 2.gif","Corpo inteiro | Esteira | Academia","Corpo inteiro","Esteira | Academia","true","mapped","ID e mídia preservados"
"media_bc49881a64be554ff97a","Esteira inclinada","Esteira inclinada","gifs/Exercícios sem marca d'água/Esteira inclinada.gif","gifs/Exercícios sem marca d'água/Esteira inclinada.gif","Corpo inteiro | Esteira | Academia","Corpo inteiro","Esteira | Academia","true","mapped","ID e mídia preservados"
"media_8444ec372e803bafaf02","Extensão cervical com arnês","Extensão cervical com arnês","gifs/Exercícios sem marca d'água/Extensão de arnês de pescoço com peso.gif","gifs/Exercícios sem marca d'água/Extensão de arnês de pescoço com peso.gif","Pescoço | Sem aparelhos | Casa","Pescoço","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_34ca7a2c220fd7ffeffa","Extensão cervical com peso deitado","Extensão cervical com peso deitado","gifs/Exercícios sem marca d'água/Extensão com peso do pescoço deitado.gif","gifs/Exercícios sem marca d'água/Extensão com peso do pescoço deitado.gif","Pescoço | Sem aparelhos | Casa","Pescoço","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_0d389bd7d0b1d6a1e7f5","Extensão cervical com peso deitado - variação 2","Extensão cervical com peso deitado - variação 2","gifs/Exercícios sem marca d'água/Extensão de pescoço com peso deitada.gif","gifs/Exercícios sem marca d'água/Extensão de pescoço com peso deitada.gif","Pescoço | Sem aparelhos | Casa","Pescoço","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_6ea6e2e6bfaea7786407","Extensão cervical deitado de bruços","Extensão cervical deitado de bruços","gifs/Exercícios sem marca d'água/Extensão cervical propensa.gif","gifs/Exercícios sem marca d'água/Extensão cervical propensa.gif","Pescoço | Sem aparelhos | Casa","Pescoço","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_1d2274cbb15ad7bc514f","Extensão cervical sentado no cabo com arnês","Extensão cervical sentado no cabo com arnês","gifs/Exercícios sem marca d'água/Extensão de pescoço assentada por cabo com arnês de cabeça.gif","gifs/Exercícios sem marca d'água/Extensão de pescoço assentada por cabo com arnês de cabeça.gif","Pescoço | Polia/Cabo | Academia","Pescoço","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_67ddf1893c83671e49b7","Extensão da coluna em pé (Yoga)","Extensão da coluna em pé (Yoga)","gifs/Exercícios sem marca d'água/Anuvittasana postura de backbend em pé.gif","gifs/Exercícios sem marca d'água/Anuvittasana postura de backbend em pé.gif","Alongamento | Costas | Sem aparelhos | Casa","Alongamento","Costas | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_ec29af6b204cc24c0dd2","Extensão de ombro no cabo","Extensão de ombro no cabo","gifs/Exercícios sem marca d'água/Acionamento traseiro por cabo.gif","gifs/Exercícios sem marca d'água/Acionamento traseiro por cabo.gif","Corpo inteiro | Polia/Cabo | Academia","Corpo inteiro","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_3a3efd979b67bd3557f2","Extensão de pernas na máquina","Extensão de pernas na máquina","gifs/Exercícios sem marca d'água/Extensão de perna.gif","gifs/Exercícios sem marca d'água/Extensão de perna.gif","Quadríceps | Máquina | Academia","Quadríceps","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_d508aa4c2cc52ede0109","Extensão de pescoço na máquina com anilhas","Extensão de pescoço na máquina com anilhas","gifs/Exercícios sem marca d'água/Placa de extensão do pescoço na máquina carregada.gif","gifs/Exercícios sem marca d'água/Placa de extensão do pescoço na máquina carregada.gif","Pescoço | Anilhas | Máquina | Academia","Pescoço","Anilhas | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_934ca567aca2846de35d","Extensão de quadril ajoelhado na polia","Extensão de quadril ajoelhado na polia","gifs/glúteos/Resistance band hip thrusts on knees.gif","gifs/glúteos/Resistance band hip thrusts on knees.gif","Glúteos | Polia/Cabo | Academia","Glúteos","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_f39e6793b455e785a3f5","Extensão de quadril em pé","Extensão de quadril em pé","gifs/Exercícios sem marca d'água/Extensão de quadril em pé.gif","gifs/Exercícios sem marca d'água/Extensão de quadril em pé.gif","Glúteos | Sem aparelhos | Casa","Glúteos","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_b4356c4de8163ab1a895","Extensão de quadril em pé com elástico","Extensão de quadril em pé com elástico","gifs/glúteos/Extensão de quadril por cabo.gif","gifs/glúteos/Extensão de quadril por cabo.gif","Glúteos | Elástico | Casa","Glúteos","Elástico | Casa","true","mapped","ID e mídia preservados"
"media_2b4874dc4eba22b912f0","Extensão de quadril na máquina","Extensão de quadril na máquina","gifs/glúteos/Máquina de impulso de quadril.gif","gifs/glúteos/Máquina de impulso de quadril.gif","Glúteos | Máquina | Academia","Glúteos","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_0d2817d24094af2721eb","Extensão de quadril no banco","Extensão de quadril no banco","gifs/Exercícios sem marca d'água/Extensão de quadril no banco.gif","gifs/Exercícios sem marca d'água/Extensão de quadril no banco.gif","Glúteos | Banco | Academia","Glúteos","Banco | Academia","true","mapped","ID e mídia preservados"
"media_f304dee81f15d1b0624d","Extensão de quadril no banco romano","Extensão de quadril no banco romano","gifs/perna/Anjaneyasana pose de avanço baixa.gif","gifs/perna/Anjaneyasana pose de avanço baixa.gif","Glúteos | Posterior de coxa | Banco | Academia","Glúteos","Posterior de coxa | Banco | Academia","true","mapped","ID e mídia preservados"
"media_023991c951b11f9e43b3","Extensão de quadril no cabo","Extensão de quadril no cabo","gifs/Exercícios sem marca d'água/Extensão de quadril por cabo.gif","gifs/Exercícios sem marca d'água/Extensão de quadril por cabo.gif","Glúteos | Polia/Cabo | Academia","Glúteos","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_1e570accb3fa8397ebad","Extensão de tronco na máquina","Extensão de tronco na máquina","gifs/Exercícios sem marca d'água/Extensão de encosto sentado.gif","gifs/Exercícios sem marca d'água/Extensão de encosto sentado.gif","Costas | Máquina | Academia","Costas","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_25e2b4fe879185e2edcf","Extensão de tríceps acima da cabeça ajoelhado na polia","Extensão de tríceps acima da cabeça ajoelhado na polia","gifs/tríceps/Extensão de tríceps com halteres de um braço sentado.gif","gifs/tríceps/Extensão de tríceps com halteres de um braço sentado.gif","Tríceps | Polia/Cabo | Academia","Tríceps","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_fc84af06ba9c4de2bd7d","Extensão de tríceps acima da cabeça ajoelhado na polia - Variação 2","Extensão de tríceps acima da cabeça ajoelhado na polia - Variação 2","gifs/tríceps/Kneeling na polia extensão de tríceps 2.gif","gifs/tríceps/Kneeling na polia extensão de tríceps 2.gif","Tríceps | Polia/Cabo | Academia","Tríceps","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_39478360a2479680ca44","Extensão de tríceps acima da cabeça com barra em pé","Extensão de tríceps acima da cabeça com barra em pé","gifs/tríceps/Sentado ez bar overhead extensão de tríceps.gif","gifs/tríceps/Sentado ez bar overhead extensão de tríceps.gif","Tríceps | Barra | Academia","Tríceps","Barra | Academia","true","mapped","ID e mídia preservados"
"media_212c524808292dcbdf91","Extensão de tríceps acima da cabeça com barra EZ no banco inclinado","Extensão de tríceps acima da cabeça com barra EZ no banco inclinado","gifs/tríceps/Inclinado ez bar extensão de tríceps.gif","gifs/tríceps/Inclinado ez bar extensão de tríceps.gif","Tríceps | Barra | Banco | Academia","Tríceps","Barra | Banco | Academia","true","mapped","ID e mídia preservados"
"media_e30c1dd1afd7a1b43f58","Extensão de tríceps acima da cabeça com halter em pé","Extensão de tríceps acima da cabeça com halter em pé","gifs/tríceps/Bench dips on floor - Variação 4.gif","gifs/tríceps/Bench dips on floor - Variação 4.gif","Tríceps | Halteres | Academia","Tríceps","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_30668254aec6895ee7f3","Extensão de tríceps acima da cabeça na polia","Extensão de tríceps acima da cabeça na polia","gifs/Exercícios sem marca d'água/Extensão de tríceps acima da polia alta.gif","gifs/Exercícios sem marca d'água/Extensão de tríceps acima da polia alta.gif","Tríceps | Polia/Cabo | Academia","Tríceps","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_91cb466dca20a0bf7e3f","Extensão de tríceps acima da cabeça sentado com halter","Extensão de tríceps acima da cabeça sentado com halter","gifs/tríceps/Unilateral single leg bench dips.gif","gifs/tríceps/Unilateral single leg bench dips.gif","Tríceps | Halteres | Academia","Tríceps","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_e105497904032f41f7d8","Extensão de tríceps na máquina","Extensão de tríceps na máquina","gifs/tríceps/Extensão de tríceps na máquina - Variação 2.gif","gifs/tríceps/Extensão de tríceps na máquina - Variação 2.gif","Tríceps | Máquina | Academia","Tríceps","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_407b769c7256c26917b9","Extensão de tríceps na máquina sentado","Extensão de tríceps na máquina sentado","gifs/tríceps/Lever extensão de tríceps.gif","gifs/tríceps/Lever extensão de tríceps.gif","Tríceps | Máquina | Academia","Tríceps","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_f9ba9eecbc62b24d90f8","Extensão de tríceps na polia sentado inclinado","Extensão de tríceps na polia sentado inclinado","gifs/tríceps/Na polia inclinado extensão de tríceps.gif","gifs/tríceps/Na polia inclinado extensão de tríceps.gif","Tríceps | Polia/Cabo | Banco | Academia","Tríceps","Polia/Cabo | Banco | Academia","true","mapped","ID e mídia preservados"
"media_3051376b2de09cafe7a1","Extensão de tríceps unilateral com halter sentado","Extensão de tríceps unilateral com halter sentado","gifs/Exercícios sem marca d'água/Extensão de tríceps com halteres de um braço sentado.gif","gifs/Exercícios sem marca d'água/Extensão de tríceps com halteres de um braço sentado.gif","Tríceps | Halteres | Academia","Tríceps","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_a764e659f2e02a06009a","Extensão e recolhimento de pernas deitado","Extensão e recolhimento de pernas deitado","gifs/abdominais/Abdominal - Variação 4.gif","gifs/abdominais/Abdominal - Variação 4.gif","Corpo inteiro | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_12dc8f2fd4d64b75b8b1","Extensão unilateral de perna","Extensão unilateral de perna","gifs/Exercícios sem marca d'água/Extensão de perna única.gif","gifs/Exercícios sem marca d'água/Extensão de perna única.gif","Quadríceps | Sem aparelhos | Casa","Quadríceps","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_1381daa2371eba4994f9","Extensão unilateral de tríceps acima da cabeça sentado com halter","Extensão unilateral de tríceps acima da cabeça sentado com halter","gifs/tríceps/Unilateral single leg bench dips - Variação 3.gif","gifs/tríceps/Unilateral single leg bench dips - Variação 3.gif","Tríceps | Halteres | Academia","Tríceps","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_14b0e6f40bfcc4a36337","Extensão unilateral de tríceps na polia","Extensão unilateral de tríceps na polia","gifs/tríceps/Com halteres tate press.gif","gifs/tríceps/Com halteres tate press.gif","Tríceps | Polia/Cabo | Academia","Tríceps","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_3457e8ee712a4ff676de","Extensão unilateral de tríceps na polia com braço elevado","Extensão unilateral de tríceps na polia com braço elevado","gifs/tríceps/Bent over triceps kick back - Variação 3.gif","gifs/tríceps/Bent over triceps kick back - Variação 3.gif","Tríceps | Polia/Cabo | Academia","Tríceps","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_b9216a3c1d353a676e99","Face pull","Face pull","gifs/Exercícios sem marca d'água/Puxar o rosto.gif","gifs/Exercícios sem marca d'água/Puxar o rosto.gif","Costas | Polia/Cabo | Academia","Costas","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_23a75a44c173a8374b02","Face pull na polia","Face pull na polia","gifs/trapézio/Puxar o rosto.gif","gifs/trapézio/Puxar o rosto.gif","Ombros | Polia/Cabo | Costas","Ombros","Costas | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_bc638321888854679e51","Face pull na polia com corda","Face pull na polia com corda","gifs/trapézio/Encolher de ombros inclinado.gif","gifs/trapézio/Encolher de ombros inclinado.gif","Ombros | Polia/Cabo | Costas","Ombros","Costas | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_20df8f8b99d4bd167911","Fire hydrant","Fire hydrant","gifs/Exercícios sem marca d'água/Hidrante.gif","gifs/Exercícios sem marca d'água/Hidrante.gif","Glúteos | Sem aparelhos | Casa","Glúteos","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_dd51385df295bad4d4c7","Fire hydrant com elástico","Fire hydrant com elástico","gifs/Exercícios sem marca d'água/Hidrante em elástico.gif","gifs/Exercícios sem marca d'água/Hidrante em elástico.gif","Glúteos | Elástico | Academia","Glúteos","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_36924520d5d0f6fb57a4","Flexão alternada de ombros na parede","Flexão alternada de ombros na parede","gifs/Exercícios sem marca d'água/Costas contra a parede flexão alternada dos ombros.gif","gifs/Exercícios sem marca d'água/Costas contra a parede flexão alternada dos ombros.gif","Corpo inteiro | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_cdef662b84598539d694","Flexão cervical deitado com peso","Flexão cervical deitado com peso","gifs/Exercícios sem marca d'água/Flexão com peso do pescoço deitado.gif","gifs/Exercícios sem marca d'água/Flexão com peso do pescoço deitado.gif","Pescoço | Sem aparelhos | Casa","Pescoço","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_9752000c22d7659a7f83","Flexão cervical deitado com peso - variação 2","Flexão cervical deitado com peso - variação 2","gifs/Exercícios sem marca d'água/Flexão com peso do pescoço deitado - Variação 2.gif","gifs/Exercícios sem marca d'água/Flexão com peso do pescoço deitado - Variação 2.gif","Pescoço | Sem aparelhos | Casa","Pescoço","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_ad91aab2e92471d84a6d","Flexão cervical sentado no cabo com arnês","Flexão cervical sentado no cabo com arnês","gifs/Exercícios sem marca d'água/Flexão do pescoço sentado no cabo com arnês de cabeça.gif","gifs/Exercícios sem marca d'água/Flexão do pescoço sentado no cabo com arnês de cabeça.gif","Pescoço | Polia/Cabo | Academia","Pescoço","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_5312e0a540c55f9cc07a","Flexão com barras de apoio","Flexão com barras de apoio","gifs/Exercícios sem marca d'água/Push up com barras push-up.gif","gifs/Exercícios sem marca d'água/Push up com barras push-up.gif","Peito | Barra | Tríceps | Academia","Peito","Tríceps | Barra | Academia","true","mapped","ID e mídia preservados"
"media_a351d08b046238041cd0","Flexão com bola medicinal","Flexão com bola medicinal","gifs/Exercícios sem marca d'água/Empurre a bola medicinal.gif","gifs/Exercícios sem marca d'água/Empurre a bola medicinal.gif","Peito | Bola | Tríceps | Academia","Peito","Tríceps | Bola | Academia","true","mapped","ID e mídia preservados"
"media_6a1a9619b5be5420ad21","Flexão com joelhos apoiados","Flexão com joelhos apoiados","gifs/Exercícios sem marca d'água/Flexão de joelho para cima.gif","gifs/Exercícios sem marca d'água/Flexão de joelho para cima.gif","Corpo inteiro | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_d2feaa2e6c6cba5f0325","Flexão com palmas","Flexão com palmas","gifs/Exercícios sem marca d'água/Bater palmas, empurrar para cima.gif","gifs/Exercícios sem marca d'água/Bater palmas, empurrar para cima.gif","Peito | Tríceps | Sem aparelhos | Casa","Peito","Tríceps | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_2ab431060006d9ef39fd","Flexão com rotação para prancha lateral","Flexão com rotação para prancha lateral","gifs/tríceps/Bent over triceps kick back - Variação 4.gif","gifs/tríceps/Bent over triceps kick back - Variação 4.gif","Peito | Sem aparelhos | Casa | Tríceps","Peito","Tríceps | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_16ab1dbc47f2fa998db3","Flexão com toque no peito","Flexão com toque no peito","gifs/Exercícios sem marca d'água/Toque no peito push up.gif","gifs/Exercícios sem marca d'água/Toque no peito push up.gif","Peito | Tríceps | Sem aparelhos | Casa","Peito","Tríceps | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_14ee0cd648b8169f0532","Flexão com toque no pé","Flexão com toque no pé","gifs/Exercícios sem marca d'água/Empurrar para cima o toque do dedo do pé.gif","gifs/Exercícios sem marca d'água/Empurrar para cima o toque do dedo do pé.gif","Peito | Tríceps | Sem aparelhos | Casa","Peito","Tríceps | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_aeafac67eab0c40c0945","Flexão cruzada","Flexão cruzada","gifs/Exercícios sem marca d'água/Flexão de corpo cruzado.gif","gifs/Exercícios sem marca d'água/Flexão de corpo cruzado.gif","Peito | Tríceps | Sem aparelhos | Casa","Peito","Tríceps | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_4ee02330e3762d5a169f","Flexão de braços","Flexão de braços","gifs/Exercícios sem marca d'água/Empurrar para cima.gif","gifs/Exercícios sem marca d'água/Empurrar para cima.gif","Peito | Tríceps | Sem aparelhos | Casa","Peito","Tríceps | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_205c839f8b5f19977fd5","Flexão de braços na bola suíça","Flexão de braços na bola suíça","gifs/Exercícios sem marca d'água/Flexão de bola suíça.gif","gifs/Exercícios sem marca d'água/Flexão de bola suíça.gif","Peito | Bola | Tríceps | Academia","Peito","Tríceps | Bola | Academia","true","mapped","ID e mídia preservados"
"media_1cbe6256bdbf2f21ce88","Flexão de joelho com deslizamento do calcanhar","Flexão de joelho com deslizamento do calcanhar","gifs/Exercícios sem marca d'água/Slide do inferno.gif","gifs/Exercícios sem marca d'água/Slide do inferno.gif","Posterior de coxa | Sem aparelhos | Casa","Posterior de coxa","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_2f144a2ee74fb0466828","Flexão de joelhos ajoelhado na máquina","Flexão de joelhos ajoelhado na máquina","gifs/Exercícios sem marca d'água/Máquina ajoelhada flexão de perna.gif","gifs/Exercícios sem marca d'água/Máquina ajoelhada flexão de perna.gif","Posterior de coxa | Máquina | Academia","Posterior de coxa","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_3cab195f3a79ae6d170c","Flexão de joelhos com toalha","Flexão de joelhos com toalha","gifs/Exercícios sem marca d'água/Enrolamento de perna de toalha.gif","gifs/Exercícios sem marca d'água/Enrolamento de perna de toalha.gif","Posterior de coxa | Sem aparelhos | Casa","Posterior de coxa","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_e017f8f67ab2aa6b51d3","Flexão de joelhos declinada com halter","Flexão de joelhos declinada com halter","gifs/Exercícios sem marca d'água/Recusar flexão de perna com halteres.gif","gifs/Exercícios sem marca d'água/Recusar flexão de perna com halteres.gif","Posterior de coxa | Halteres | Academia","Posterior de coxa","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_d136b22673894c4ad9a8","Flexão de joelhos deitado com halter","Flexão de joelhos deitado com halter","gifs/Exercícios sem marca d'água/Flexão de perna com halteres deitado.gif","gifs/Exercícios sem marca d'água/Flexão de perna com halteres deitado.gif","Posterior de coxa | Halteres | Academia","Posterior de coxa","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_bf7dcd05de3fcbcbe200","Flexão de joelhos deitado na máquina","Flexão de joelhos deitado na máquina","gifs/Exercícios sem marca d'água/Flexão de perna.gif","gifs/Exercícios sem marca d'água/Flexão de perna.gif","Posterior de coxa | Máquina | Academia","Posterior de coxa","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_c95c01dfe332cc066b32","Flexão de joelhos na bola suíça","Flexão de joelhos na bola suíça","gifs/Exercícios sem marca d'água/Flexão de perna na bola suíça.gif","gifs/Exercícios sem marca d'água/Flexão de perna na bola suíça.gif","Posterior de coxa | Bola | Academia","Posterior de coxa","Bola | Academia","true","mapped","ID e mídia preservados"
"media_086cebe84a251fe4c88f","Flexão de joelhos sentado na máquina","Flexão de joelhos sentado na máquina","gifs/Exercícios sem marca d'água/Flexão de perna sentada.gif","gifs/Exercícios sem marca d'água/Flexão de perna sentada.gif","Posterior de coxa | Máquina | Academia","Posterior de coxa","Máquina | Academia","true","mapped","ID e mídia preservados"
